service1,service2,static_distance,semantic_distance
Application Service 12,Entity Service 16,0.0,0.7755358493644693
Application Service 12,Entity Service 17,0.0,0.8027205437456371
Application Service 12,Entity Service 18,0.0,0.7799797264504968
Application Service 12,Entity Service 19,0.0,0.8832771523546173
Application Service 12,Entity Service 2,0.0,0.35440381246872427
Application Service 12,Entity Service 20,0.0,0.9128784402279352
Application Service 12,Entity Service 21,0.0,0.9239164152844578
Application Service 12,Entity Service 22,0.0,0.9178159997675328
Application Service 12,Entity Service 23,0.0,0.8097169236091201
Application Service 12,Entity Service 24,0.0,0.9330831770954554
Application Service 12,Entity Service 25,0.0,0.9001114605408006
Application Service 12,Entity Service 26,0.0,0.8412489362770327
Application Service 12,Entity Service 27,0.0,0.9501380376299048
Application Service 12,Entity Service 28,0.0,0.8815539502648456
Application Service 12,Entity Service 29,0.0,0.9081867769804794
Application Service 12,Entity Service 3,0.0,0.9500411282070053
Application Service 12,Entity Service 30,0.0,0.7799505607813011
Application Service 12,Entity Service 31,0.0,0.840446675526267
Application Service 12,Entity Service 32,0.0,0.8411253306739616
Application Service 12,Entity Service 33,0.0,0.32798103366607556
Application Service 12,Entity Service 34,0.0,0.7273556228625754
Application Service 12,Entity Service 35,0.0,0.6796113023003325
Application Service 12,Entity Service 4,0.0,0.4400701325184717
Application Service 12,Entity Service 5,0.0,0.9330568828374944
Application Service 12,Entity Service 6,0.0,0.6092314008188684
Application Service 12,Entity Service 7,0.0,0.8810533215314028
Application Service 12,Entity Service 8,0.0,0.4463452945930416
Application Service 12,Entity Service 9,0.0,0.6711709176080748
Application Service 12,Utility Service 1,0.16129032258064516,0.772638359317873
Application Service 12,Utility Service 10,0.0,0.8850966560778792
Application Service 12,Utility Service 11,0.0,0.9241845069424769
Application Service 12,Utility Service 12,0.0,0.7768009805413647
Application Service 12,Utility Service 13,0.0,0.8815540469828472
Application Service 12,Utility Service 2,0.0,0.6255525066007371
Application Service 12,Utility Service 3,0.0,0.9448832562740277
Application Service 12,Utility Service 4,0.22580645161290322,0.9129304368911353
Application Service 12,Utility Service 5,0.0,0.806870845185937
Application Service 12,Utility Service 6,0.0,0.6873989444034434
Application Service 12,Utility Service 7,0.0,0.9550079337276413
Application Service 12,Utility Service 8,0.0,0.6420264168023672
Application Service 12,Utility Service 9,0.0,0.7275438918619898
Application Service 13,Application Service 1,0.0,0.907009148741147
Application Service 13,Application Service 10,0.03225806451612903,0.8086640026960897
Application Service 13,Application Service 11,0.0,0.0
Application Service 13,Application Service 12,0.0,0.9029917278817711
Application Service 13,Application Service 14,0.0,0.8291520985715048
Application Service 13,Application Service 15,0.0,0.9224205949314324
Application Service 13,Application Service 16,0.0,0.9038959446759635
Application Service 13,Application Service 17,0.0,0.8788732564657648
Application Service 13,Application Service 18,0.0,0.8736753686711948
Application Service 13,Application Service 19,0.0,0.8060775559692437
Application Service 13,Application Service 2,0.0,0.9617754934097734
Application Service 13,Application Service 3,0.0,0.9548927370720883
Application Service 13,Application Service 4,0.0,0.8817365405410177
Application Service 13,Application Service 5,0.0,0.9469578413248477
Application Service 13,Application Service 6,0.0,0.8744117030259637
